0,1
0,2
0,3
0,4
0,5
0,8
0,9
0,10
0,11
0,15
0,18
0,19
0,23
0,25
0,33
0,34
0,37
0,38
0,39
0,42
0,45
0,58
0,60
0,66
0,69
0,73
0,80
0,81
0,83
0,84
0,85
0,110
0,111
0,117
0,127
0,151
0,164
0,170
0,171
0,174
0,175
0,195
0,202
0,215
0,241
0,243
0,244
0,263
0,264
0,270
0,281
0,282
0,284
0,287
0,297
0,312
0,337
0,379
0,381
0,389
0,401
0,421
0,432
0,454
0,476
0,483
0,490
0,496
1,21
1,44
1,52
1,57
1,99
1,113
1,218
1,232
1,246
1,279
1,296
1,319
1,342
1,414
2,4
2,5
2,6
2,9
2,11
2,12
2,16
2,18
2,20
2,21
2,23
2,24
2,28
2,29
2,43
2,48
2,50
2,57
2,62
2,67
2,71
2,78
2,79
2,102
2,114
2,128
2,153
2,155
2,164
2,166
2,173
2,206
2,209
2,255
2,268
2,275
2,286
2,289
2,324
2,333
2,345
2,368
2,399
2,405
2,440
3,4
3,5
3,6
3,7
3,10
3,27
3,31
3,32
3,49
3,54
3,62
3,67
3,71
3,80
3,87
3,101
3,157
3,166
3,168
3,191
3,215
3,218
3,249
3,252
3,283
3,308
3,360
3,368
3,373
3,408
3,420
3,437
3,441
3,442
3,443
3,448
3,459
3,464
3,487
4,7
4,9
4,27
4,29
4,30
4,42
4,53
4,68
4,72
4,75
4,79
4,82
4,118
4,125
4,142
4,150
4,154
4,168
4,225
4,234
4,252
4,315
4,410
4,457
4,470
5,6
5,10
5,13
5,14
5,15
5,16
5,17
5,19
5,20
5,24
5,28
5,32
5,33
5,36
5,37
5,55
5,60
5,65
5,68
5,70
5,79
5,99
5,106
5,109
5,111
5,112
5,123
5,128
5,129
5,131
5,156
5,177
5,182
5,216
5,237
5,260
5,287
5,289
5,311
5,333
5,336
5,341
5,351
5,382
5,390
5,391
5,434
5,462
5,470
5,476
5,477
5,479
5,483
5,486
6,7
6,8
6,12
6,14
6,22
6,25
6,26
6,28
6,45
6,46
6,64
6,72
6,94
6,116
6,121
6,134
6,147
6,158
6,171
6,172
6,174
6,180
6,187
6,192
6,201
6,219
6,222
6,226
6,228
6,233
6,234
6,259
6,261
6,268
6,273
6,287
6,291
6,325
6,350
6,361
6,362
6,368
6,371
6,388
6,427
6,462
7,8
7,14
7,17
7,19
7,20
7,33
7,68
7,94
7,95
7,124
7,141
7,190
7,224
7,232
7,239
7,244
7,260
7,344
7,359
7,411
7,417
7,447
7,449
7,475
8,11
8,12
8,25
8,50
8,52
8,86
8,97
8,189
8,195
8,215
8,257
8,258
8,283
8,288
8,306
8,386
8,416
8,418
8,469
9,35
9,38
9,47
9,48
9,59
9,66
9,74
9,78
9,93
9,105
9,116
9,121
9,135
9,143
9,207
9,235
9,236
9,243
9,245
9,277
9,311
9,314
9,325
9,347
9,365
9,374
9,465
9,478
9,487
10,13
10,16
10,18
10,40
10,43
10,55
10,69
10,74
10,96
10,97
10,113
10,124
10,129
10,145
10,146
10,178
10,224
10,231
10,236
10,253
10,254
10,258
10,349
10,365
10,386
10,400
10,417
10,458
10,474
10,479
11,13
11,15
11,23
11,31
11,56
11,58
11,64
11,75
11,107
11,113
11,136
11,141
11,165
11,194
11,216
11,302
11,319
11,405
11,415
11,478
12,17
12,21
12,39
12,41
12,42
12,44
12,49
12,50
12,54
12,61
12,65
12,67
12,72
12,81
12,83
12,101
12,123
12,127
12,136
12,137
12,144
12,155
12,158
12,165
12,180
12,181
12,183
12,186
12,199
12,205
12,237
12,247
12,253
12,295
12,307
12,329
12,334
12,337
12,346
12,358
12,361
12,363
12,385
12,402
12,425
12,428
12,429
12,438
12,477
12,484
12,485
13,30
13,84
13,118
13,255
13,309
13,332
13,365
14,24
14,29
14,36
14,46
14,51
14,61
14,89
14,103
14,109
14,110
14,159
14,164
14,165
14,178
14,204
14,239
14,260
14,263
14,297
14,298
14,318
14,451
14,454
14,455
14,464
14,482
14,490
15,22
15,41
15,98
15,132
15,137
15,139
15,151
15,160
15,167
15,264
15,296
15,332
16,34
16,54
16,100
16,106
16,153
16,198
16,214
16,309
17,26
17,31
17,35
17,44
17,76
17,91
17,147
17,156
17,158
17,197
17,201
17,205
17,322
17,353
17,428
17,430
17,441
17,474
17,493
18,70
18,73
18,102
18,193
18,224
18,240
18,244
18,301
18,374
18,413
19,93
19,148
19,161
19,201
19,310
19,326
19,355
19,370
20,27
20,32
20,40
20,47
20,60
20,76
20,102
20,104
20,147
20,149
20,161
20,167
20,174
20,184
20,185
20,202
20,217
20,285
20,289
20,387
20,393
20,447
20,468
21,22
21,77
21,87
21,124
21,143
21,340
21,359
21,360
21,367
21,493
22,30
22,117
22,146
22,157
22,198
22,245
22,316
22,431
22,468
23,39
23,53
23,64
23,66
23,90
23,105
23,106
23,130
23,132
23,154
23,292
23,345
23,363
23,402
23,430
23,469
24,26
24,37
24,62
24,76
24,95
24,144
24,263
24,343
24,486
25,63
25,69
25,75
25,101
25,110
25,212
25,228
25,242
25,422
26,36
26,148
26,212
26,271
26,366
26,376
27,35
27,142
27,430
27,452
27,473
28,47
28,48
28,179
28,305
28,350
28,394
28,409
28,422
29,52
29,453
30,38
30,40
30,49
30,56
30,77
30,149
30,173
30,197
30,213
30,258
30,345
30,350
30,372
30,435
30,468
30,481
31,97
31,190
31,248
31,415
32,34
32,71
32,100
32,104
32,119
32,126
32,135
32,138
32,186
32,214
32,267
32,276
32,381
32,384
32,423
32,467
32,472
33,45
33,46
33,51
33,59
33,61
33,82
33,89
33,92
33,96
33,114
33,140
33,183
33,208
33,296
33,379
33,402
33,421
33,433
34,200
34,358
35,43
35,58
35,63
35,70
35,118
35,119
35,121
35,187
35,194
35,217
35,246
35,249
35,285
35,306
35,310
35,399
35,466
35,484
36,131
36,356
36,401
37,41
37,188
37,254
37,342
38,57
38,81
38,85
38,160
38,264
38,317
38,384
38,392
38,395
38,404
38,413
39,98
39,228
39,316
39,394
40,166
40,188
40,205
40,312
40,449
41,63
41,73
41,77
41,152
41,276
41,318
41,324
41,339
41,398
41,419
41,448
42,56
42,172
43,55
43,78
43,83
43,99
43,112
43,193
43,207
43,229
43,369
43,397
43,406
43,463
44,65
44,204
44,286
45,59
45,130
45,229
45,265
45,437
46,84
46,344
47,51
47,53
47,128
47,156
47,259
47,331
47,457
48,119
49,123
49,256
49,481
50,90
50,92
50,167
50,186
50,240
50,242
50,323
50,326
50,415
50,438
51,269
52,223
52,227
52,299
52,408
52,466
53,86
53,105
53,149
53,209
54,80
54,129
54,451
55,98
55,343
55,378
56,82
56,138
56,189
56,221
56,282
56,363
56,403
57,256
57,261
57,267
57,277
57,352
57,499
58,208
59,90
59,154
59,161
59,176
59,199
59,271
59,272
59,290
59,291
59,414
59,446
60,88
60,108
60,163
60,170
60,194
60,226
60,241
60,267
60,298
60,313
60,445
60,469
61,222
61,240
61,301
61,416
62,139
62,189
62,209
63,74
63,89
63,120
63,125
63,126
63,133
